question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,exam_id,subject_id,topic,year,source_detail,source_type,verified
"In a row of 50 students: Raj is 18th from the left. Priya is 25th from the right.  How many students are between Raj and Priya?","6","7","8","Cannot be determined","1","Raj position: 18
Priya position from left: 50 - 25 + 1 = 26
Between them: 26 - 18 - 1 = 7","hard","cuet_pg_mca_hard_2025","thinking-and-decision-making-skills","Thinking and Decision Making Skills","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Complete the letter series: Z, U, Q, N, L, ?","I","J","K","H","2","Pattern: -5, -4, -3, -2, -1
L - 1 = K","hard","cuet_pg_mca_hard_2025","thinking-and-decision-making-skills","Thinking and Decision Making Skills","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"If * means +, / means -, + means ×, and - means ÷, then:  8 * 6 + 4 - 2 / 3 = ?","21","17","19","23","0","Converting: 8 + 6 × 4 ÷ 2 - 3
= 8 + 24 ÷ 2 - 3
= 8 + 12 - 3
= 20 - 3 + 4 = 21","hard","cuet_pg_mca_hard_2025","thinking-and-decision-making-skills","Thinking and Decision Making Skills","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Number analogy: 8 : 256 :: 6 : ?","108","144","216","180","2","Pattern: $$n^3 + n^2$$
$$8^3 + 8^2 = 512 + 64 = 256$$ is wrong, try $$n^3$$
$$8^3 = 512$$ not matching
Actual: $$n \times n^2 = n^3$$
$$6^3 = 216$$","hard","cuet_pg_mca_hard_2025","thinking-and-decision-making-skills","Thinking and Decision Making Skills","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In a certain code: 'JAVA' is written as '10-1-22-1' 'CODE' is written as '3-15-4-5'  How is 'PYTHON' written?","16-25-20-8-15-14","15-24-19-7-14-13","17-26-21-9-16-15","16-25-20-7-15-14","0","Each letter is represented by its alphabet position:
P(16)-Y(25)-T(20)-H(8)-O(15)-N(14)","hard","cuet_pg_mca_hard_2025","thinking-and-decision-making-skills","Thinking and Decision Making Skills","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"If $$A = \{1, 2, 3, 4\}$$ and $$B = \{3, 4, 5, 6\}$$, find $$A \cup B - A \cap B$$","$$\{1, 2, 5, 6\}$$","$$\{1, 2, 3, 4, 5, 6\}$$","$$\{3, 4\}$$","$$\{1, 2\}$$","0","$$A \cup B = \{1, 2, 3, 4, 5, 6\}$$
$$A \cap B = \{3, 4\}$$
Difference: $$\{1, 2, 5, 6\}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The number of ways to arrange the letters of 'MATHEMATICS' is:","$$\frac{11!}{2! \times 2! \times 2!}$$","$$\frac{11!}{2! \times 2!}$$","$$11!$$","$$\frac{11!}{3!}$$","0","M(2), A(2), T(2) are repeated
Arrangements = $$\frac{11!}{2! \times 2! \times 2!}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Three dice are thrown simultaneously. What is the probability that the sum is 10?","$$\frac{1}{8}$$","$$\frac{27}{216}$$","$$\frac{1}{6}$$","$$\frac{25}{216}$$","1","Favorable outcomes for sum = 10: 27 ways
Total outcomes: $$6^3 = 216$$
Probability = $$\frac{27}{216} = \frac{1}{8}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"If $$\log_{10} 2 = 0.301$$ and $$\log_{10} 3 = 0.477$$, find $$\log_{10} 18$$","1.255","1.155","1.355","1.455","0","$$\log_{10} 18 = \log_{10} (2 \times 3^2)$$
$$= \log_{10} 2 + 2\log_{10} 3$$
$$= 0.301 + 2(0.477) = 1.255$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Solve for x: $$3x^2 - 5x - 2 = 0$$","$$x = 2, -\frac{1}{3}$$","$$x = 2, \frac{1}{3}$$","$$x = -2, \frac{1}{3}$$","$$x = 3, -\frac{1}{2}$$","0","Using factoring: $$(3x + 1)(x - 2) = 0$$
$$x = 2$$ or $$x = -\frac{1}{3}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The determinant of matrix $$\begin{bmatrix} 3 & 5 \\ 7 & 9 \end{bmatrix}$$ is:","-8","-4","4","8","0","Det = $$(3 \times 9) - (5 \times 7)$$
$$= 27 - 35 = -8$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Find the distance between points $$(2, 3)$$ and $$(5, 7)$$:","5","$$\sqrt{17}$$","$$\sqrt{25}$$","7","0","Distance = $$\sqrt{(5-2)^2 + (7-3)^2}$$
$$= \sqrt{9 + 16} = \sqrt{25} = 5$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The equation of a line passing through $$(1, 2)$$ with slope $$-2$$ is:","$$y = -2x + 4$$","$$y = -2x + 2$$","$$y = 2x + 4$$","$$y = -2x - 4$$","0","Using $$y - y_1 = m(x - x_1)$$:
$$y - 2 = -2(x - 1)$$
$$y = -2x + 4$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Find $$\frac{dy}{dx}$$ if $$y = x^4 + 3x^3 - 2x + 7$$","$$4x^3 + 9x^2 - 2$$","$$4x^3 + 3x^2 - 2$$","$$x^3 + 9x^2 - 2$$","$$4x^3 + 9x^2 + 7$$","0","$$\frac{dy}{dx} = 4x^3 + 9x^2 - 2 + 0$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Evaluate $$\int (4x^3 + 6x^2)dx$$","$$x^4 + 2x^3 + C$$","$$x^4 + 3x^3 + C$$","$$4x^4 + 2x^3 + C$$","$$x^4 + 6x^3 + C$$","0","$$\int 4x^3 dx + \int 6x^2 dx$$
$$= x^4 + 2x^3 + C$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The 7th term of GP with first term 2 and common ratio 3 is:","1458","486","729","1296","0","$$T_7 = ar^6 = 2 \times 3^6$$
$$= 2 \times 729 = 1458$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"If $$\sin \theta = \frac{5}{13}$$, find $$\tan \theta$$ (for acute angle):","$$\frac{5}{12}$$","$$\frac{12}{5}$$","$$\frac{13}{12}$$","$$\frac{5}{13}$$","0","$$\cos \theta = \sqrt{1 - \sin^2\theta}$$
$$= \sqrt{1 - \frac{25}{169}} = \frac{12}{13}$$
$$\tan \theta = \frac{5/13}{12/13} = \frac{5}{12}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Find $$\lim_{x \to 2} \frac{x^2 - 4}{x - 2}$$","2","4","0","Does not exist","1","$$\lim_{x \to 2} \frac{(x-2)(x+2)}{x-2}$$
$$= \lim_{x \to 2} (x+2) = 4$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The standard deviation of data: $$4, 8, 12, 16, 20$$ is:","$$4\sqrt{2}$$","$$2\sqrt{10}$$","$$\sqrt{32}$$","6","2","Mean = 12
Variance = $$\frac{(64+16+0+16+64)}{5} = 32$$
SD = $$\sqrt{32}$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The equation $$x^2 + y^2 - 6x + 4y + 9 = 0$$ represents:","Circle with center $$(3, -2)$$ and radius 2","Circle with center $$(-3, 2)$$ and radius 2","Point circle","No circle","0","Completing square:
$$(x-3)^2 + (y+2)^2 = 4$$
Center: $$(3, -2)$$, radius = 2","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"If matrix $$A$$ is $$2 \times 3$$ and $$B$$ is $$3 \times 4$$, what is order of $$BA$$?","$$3 \times 3$$","$$4 \times 2$$","Cannot be multiplied","$$3 \times 4$$","2","For $$BA$$: columns of $$B$$ (4) ≠ rows of $$A$$ (2)
Cannot be multiplied","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Sum of infinite GP with $$a = 4$$ and $$r = \frac{1}{3}$$ is:","6","8","12","4","0","Sum = $$\frac{a}{1-r} = \frac{4}{1-1/3}$$
$$= \frac{4}{2/3} = 6$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The number of combinations of 7 objects taken 3 at a time is:","21","35","210","42","1","$$^7C_3 = \frac{7!}{3! \times 4!}$$
$$= \frac{7 \times 6 \times 5}{3 \times 2 \times 1} = 35$$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Area under curve $y = 2x + 1$ from $x = 0$ to $x = 3$:","9","12","15","18","2","$\int_0^3 (2x + 1)dx = [x^2 + x]_0^3$
$= (9 + 3) - 0 = 12$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"The slope of tangent to $y = x^3 - 3x$ at point $(2, 2)$ is:","9","6","3","12","0","$\frac{dy}{dx} = 3x^2 - 3$
At $x = 2$: $3(4) - 3 = 9$","hard","cuet_pg_mca_hard_2025","mathematics","Mathematics","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In an operating system, which of the following is NOT a function?","Process Synchronization","Memory Management","Lexical Analysis","Device Management","2","Lexical analysis is done by compiler, not OS","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"For deadlock to occur, all four conditions must hold: 1. Mutual Exclusion 2. Hold and Wait 3. No Preemption 4. Circular Wait  Which approach prevents deadlock?","Ensure at least one condition never holds","Allow all conditions to hold","Detect and recover","Ignore the problem","0","Breaking any one of four conditions prevents deadlock","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In Banker's algorithm for deadlock avoidance, the system is in safe state if:","All processes can complete","There exists a safe sequence","No process is waiting","Resources are unlimited","1","Safe state means existence of at least one safe sequence","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Which CPU scheduling gives optimal average waiting time but may cause starvation?","FCFS","SJF (non-preemptive)","Round Robin","Priority (non-preemptive)","1","SJF minimizes waiting time but long processes may starve","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Time complexity of deleting an element from middle of a singly linked list (given pointer to node):","$O(1)$","$O(n)$","$O(\log n)$","Cannot be done","1","Need previous node pointer, requires traversal = $O(n)$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In BST, pre-order traversal gives:","Sorted order","Root-Left-Right order","Reverse sorted","Level order","1","Pre-order: Root → Left → Right (not necessarily sorted)","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Minimum height of AVL tree with 10 nodes is approximately:","3","4","5","10","0","Min height ≈ $\log_2(n+1) - 1 = \log_2(11) - 1 ≈ 3$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Which data structure uses both LIFO and recursion principle?","Queue","Stack","Heap","Tree","1","Stack is used for recursion and follows LIFO","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In paging, internal fragmentation occurs when:","Process size not multiple of page size","Pages are scattered","Memory is full","Page table is large","0","Last page may not be fully utilized causing internal fragmentation","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Best case time complexity of Quick Sort is:","$O(n \log n)$","$O(n^2)$","$O(n)$","$O(\log n)$","0","Best case when pivot divides equally: $O(n \log n)$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Which collision resolution technique has better cache performance?","Chaining","Linear Probing","Quadratic Probing","All same","1","Linear probing has better locality, hence better cache performance","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In circular queue of size n, total usable positions are:","n","n-1","n+1","n-2","1","One position kept empty to distinguish full from empty state","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Aging is a technique to prevent:","Deadlock","Starvation","Thrashing","Fragmentation","1","Aging gradually increases priority to prevent indefinite waiting","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In B-tree of order m = 5, maximum keys per node:","4","5","6","10","0","Max keys = m - 1 = 5 - 1 = 4","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Which file allocation method has fastest sequential access?","Contiguous","Linked","Indexed","All equal","0","Contiguous allocation provides fastest sequential access","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Thrashing can be reduced by:","Increasing degree of multiprogramming","Decreasing degree of multiprogramming","Faster CPU","Larger disk","1","Reducing processes gives more frames per process, reducing thrashing","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Post-order traversal is used to:","Delete a tree","Copy a tree","Search a tree","Sort a tree","0","Post-order (Left-Right-Root) ensures children deleted before parent","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Counting semaphore can have value:","0 or 1 only","Any non-negative integer","Any integer","-1 to 1","1","Counting semaphore: any non-negative integer value","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Minimum nodes in AVL tree of height h:","$2^h$","$F(h+3) - 1$ (Fibonacci)","$h + 1$","$2^{h+1} - 1$","1","Follows Fibonacci: $N(h) = F(h+3) - 1$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"LRU page replacement suffers from:","Belady's anomaly","Thrashing","Neither","Both","2","LRU is stack algorithm, doesn't suffer Belady's anomaly","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Convert hexadecimal 2F to binary:","00101111","00101110","00111111","01011111","0","2F = 0010 1111 = 47 decimal","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"1's complement of binary 10110:","01001","01010","10111","01000","0","Flip all bits: 10110 → 01001","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"NOR gate is universal because:","Can implement all gates","Fastest gate","Uses least power","Most reliable","0","NOR can implement AND, OR, NOT - hence universal","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Simplify: $A + \bar{A}B$","$A + B$","$A$","$B$","$AB$","0","$A + \bar{A}B = A(1 + \bar{A}B) + \bar{A}B = A + B$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"A 4-input AND gate has how many input combinations?","4","8","16","32","2","$2^4 = 16$ combinations","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"T flip-flop toggles when:","T = 0","T = 1","Clock = 0","Always","1","T flip-flop toggles when T = 1","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"A 3-bit synchronous counter can count up to:","3","7","8","6","1","$2^3 - 1 = 7$ (counts 0-7)","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Output of XNOR when both inputs are different:","0","1","High impedance","Undefined","0","XNOR outputs 1 when inputs are same, 0 when different","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"A 4:1 multiplexer needs how many select lines?","1","2","3","4","1","$\log_2(4) = 2$ select lines needed","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Hamming code can correct:","Single-bit errors only","Two-bit errors","Any number of errors","No errors","0","Standard Hamming code corrects single-bit errors","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Octal 77 in hexadecimal:","3F","4F","3E","77","0","Octal 77 = 63 decimal = 3F hex","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"IEEE 754 double precision uses how many bits for mantissa?","23","52","11","64","1","Double precision: 1 sign + 11 exponent + 52 mantissa","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"De Morgan's theorem: $(A \cdot B)' = $","$A' + B'$","$A' \cdot B'$","$A + B$","$A \cdot B$","0","De Morgan: $(A \cdot B)' = A' + B'$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"A 2:4 decoder has:","2 inputs, 4 outputs","4 inputs, 2 outputs","2 inputs, 2 outputs","4 inputs, 4 outputs","0","2:4 decoder has 2 input lines and $2^2 = 4$ output lines","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"JK flip-flop eliminates which problem of SR flip-flop?","Race condition","Invalid state (S=R=1)","Slow speed","High power","1","JK flip-flop has no invalid state; when J=K=1, it toggles","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Carry look-ahead adder has delay of:","$O(n)$","$O(\log n)$","$O(1)$","$O(n^2)$","1","CLA has logarithmic delay: $O(\log n)$","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Which IC family has highest speed?","TTL","ECL","CMOS","NMOS","1","ECL (Emitter-Coupled Logic) has highest speed","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Priority encoder with 8 inputs needs how many output bits?","2","3","4","8","1","$\log_2(8) = 3$ output bits needed","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"Karnaugh map for 4 variables has:","8 cells","16 cells","32 cells","4 cells","1","$2^4 = 16$ cells for 4 variables","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
"In asynchronous counter, flip-flops are triggered by:","Same clock","Output of previous FF","External signal","No clock","1","Asynchronous counter: each FF triggered by previous FF output","hard","cuet_pg_mca_hard_2025","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (CUET PG MCA Mock 1)","community","false"
