question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,exam_id,subject_id,topic,year,source_detail,source_type,verified
"Let A = {1, 2, 3, 4} and B = {1, 4, 9, 16}. Then t he number of many-one functions f : A   B such that  1   f(A) is equal to :","127","151","163","139","1","Sol.  Total = 4 4   One-one = 4!  Many-one = 256   24 = 232  Many-one which 1  f(A)  = 3.3.3.3= 81  232   81 = 151","hard","jee-main","mathematics","Mathematics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"If the system of linear equations : x + y + 2 z = 6, 2x + 3y + az = a + 1, x   3y +bz = 2b, wher e a, b    R , ha s  infinitel y many solutions, then  7a + 3b is equal to :","9","12","16","22","2","Sol.    =   = 0  2a + b   6 = 0      =  = 0  a + b   8 = 0    Solving (1) +(2)  a =  2, b = 10  7a + 3b = 16","hard","jee-main","mathematics","Mathematics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Let   and   be two unit vect ors such that the angl e bet ween them is  . If   and    ar e perpendicular to each other, then the number of  val ues of   in [ 1, 3] is :","3","2","1","0","3","Sol.  Now    2 2    6 = 0 =  number of val ues = 0","hard","jee-main","mathematics","Mathematics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Let E : = 1, a > b and H :  = 1.   Let the distance between the foci of E and the foci  of H be  . If a   A = 2, and the ratio of the  eccentricities of E and H is  , then the sum of the  lengths of their latus rectums is equal to :","10","7","8","9","2","Sol.   foci are (ae, 0) and ( ae, 0)  foci are ( Ae , 0) and ( Ae , 0) 2ae =    ae  =  and 2Ae   =       Ae   =  ae = Ae     a = 3A Now a   A = 2     a    2    a =  3 and A = 1 Ae =   e =   and e   =  b 2  = a 2 (1   e 2 )    b 2  = 6  and B 2  = A 2 ((e  2    1) = (2)   B 2  = 2   sum of LR =  = 8","hard","jee-main","mathematics","Mathematics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"If A and B are two events such that  = 0.1, and  and  ar e the roots of the equation 12x 2    7x + 1 = 0, then the value of is:","Option A","Option B","Option C","Option D","2","Sol.  12x 2    7x + 1 = 0  x =  Let    &  &  P(B) = 0.3 & P(A) = 0.4 P(A   B) = P(A) + P(B)   P(A    B) = 0.3 + 0.4   0.1 = 0.6 Now    =  =    =    =","hard","jee-main","mathematics","Mathematics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A symmetric thin biconvex lens is cut into four equal parts by two planes AB and CD as shown in figure. If the power of original  lens is 4D then the power  of a part of the divided l ens is","8D","4D","D","2D","3","This is a JEE Main 2025 question. The correct answer is option 4. Official solution will be added soon.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A small rigid spherical ball of mass M is dropped in a long vertical tube containing glycerine. The vel ocity of the ball becomes constant after some time. If the density of glycerine is half of the density of the ball, then the viscous force acting on the ball will be (consider g as acceleration due t o gravity)","Option A","Option B","Mg","2 Mg","1","Sol.  mg   F B    f = 0   mg       f = 0 f =","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The maximum percentage er ror in the measurment of density of a wire is [Given,   mass of wire = (0.60 ±  0.003)g radius of wire = (0.50  ± 0.01)cm  length of wire (10.00 ± 0.05)cm]","4","5","8","7","1","This is a JEE Main 2025 question. The correct answer is option 2. Official solution will be added soon.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"For a short dipole placed at  origin O, the dipole moment P is along x-axis, as shown in the figure. If the electric potential and electric field at A are V 0  and E 0 , respectively, then the correct com bination of the electric potential and electric  field, respectively, at  point B on the y-axis is given by","and","zer o and","zer o and","V","2","Sol.  & V A   = E B   =  &","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Whi ch one of the following is the correct dimensional formula for the capacitance in F ? M, L, T and C stand for unit of mass, length, time and  charge,","[F] = [C","[F] = [CM","[F] = [CM","[F] = [C","3","This is a JEE Main 2025 question. The correct answer is option 4. Official solution will be added soon.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"For a diatomic gas, if for rigid  molecules and  for another  diatomic  molecules, but also having vibrational modes.  Then, which one of the following options is   cor rect ?  ( Cp  and Cv   are specific heats of the gas at constant  pressure and volume)","2","2","2","2","3","Sol.  without vibration :f = 5 : 1  = 1. 4  without vibration : f = 7 : 2  = 1.14   2  <   1","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A light source of wavelength   illuminates a met al sur face and electrons ar e ej ected with maximum kinetic energy of 2 eV. If the same surface is illuminated by a light source of wavelength  ,  then the maximumkinetic energy ofejected  electrons willbe(Theworkfunctionofmetal is1 eV)","2 eV","6 eV","5 eV","3 eV","2","Sol.      ......(1)  k m ax  = 5eV","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A force   is applied on a particle and it under goes a displacement  . What will be the value of b, if work done on the particle is zero.","0","Option B","Option C","2","1","This is a JEE Main 2025 question. The correct answer is option 2. Official solution will be added soon.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A ball of mass 100 g is projected with velocity 20 m/s at 60° with horizontal. The decrease in kinetic ener gy of the ball during the motion from point of projection to highest point is :","20 J","15 J","zer o","5 J","1","This is a JEE Main 2025 question. The correct answer is option 2. Official solution will be added soon.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A transparent  film of refractive i ndex, 2.0 is coated on a glass slab of refractive index, 1.45. What is the minimum thickness of transparent film to be coated for the maximum transmission of Green light of wavelength 550 nm. [Assume that  the light is inci dent  nearly perpendicular to the glass sur face.]","94.8 nm","68.7 nm","137.5 nm","275 nm","2","Sol.  For transmitted green light to be maxima, reflected  green should be minima.","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The tube of length L is shown in the figure. The  radius of cross section at the point","2 m/s","4 m/s","6 m/s","8 m/s","3","Sol.    V 2  = 8 m/s","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"A body of mass 100 g is moving in circular pat h of radius 2 m on vertical plane as shown in figure. The velocity of the body at point A is 10 m/s. The  ratio of its kinetic ener gies at  point B and C is : (Takeacceleration due to gravity as 10 m/s 2 )","Option A","Option B","Option C","Option D","2","Sol.  + m g 100 =  K.E B   = 100 = V C 2  = 60 V C 2  = 40 K.E C   = K.E B   =   =","hard","jee-main","physics","Physics","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Arrange the following compounds in increasing order of their dipole moment : HBr, H 2 S, NF 3  and CHCl 3","NF","HBr < H","H","CHCl","0","Sol.  Incr easing order of Dipole mo ment      NF 3   <   HBr    <  H 2 S  <  CHCl 3    = 0.24D   0.79D    0.95D    1.04D It is NCERT Data Based","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Identify the number of structure/s from the following which can be correlated to D-glyceraldehyde.","three","t","four","one","0","This is a JEE Main 2025 question. The correct answer is option 1. Official solution will be added soon.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The maximu m coval ency of a non-met al lic group  15 element  'E' with weakest E E bond is :","5","3","6","4","3","Sol.   N   N < P   P : single ( )  bond st rength  Due t o L.P.-L.P. replusion  and maxi mu m possible coval ency of nitrogen is 4.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Consider  the given figure and choose the  correct option :","Activation energy of backwar d reaction is E","Activation energy of forward reaction is","Activation energy of forward reaction is E","Act ivation energy of both forwar d and","2","Sol.  Act ivation ener gy of forward reaction = E 1  + E 2   Energy of product  >Energy of reactant  Stability   Reactant  > Product","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The species whichdoes not under go  disproportionation reaction is :","Option A","Option B","ClO","Option D","1","Sol.    x + {( 2) × 4} =   1   x =  +7 Chlorine is in its maxi mum oxidat ion state, so  disproportionation not possible i n  .","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The maxi mu m nu mber  of RBr produci ng  2-met h ylbutane by above sequence of reactions is _____. (Consider the structural isomer s only)","4","5","3","1","0","This is a JEE Main 2025 question. The correct answer is option 1. Official solution will be added soon.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The correct order of the following complexes in ter ms of  their cr ystal field stabilizat ion energies is :","[ Co","[ Co","[ Co","[ Co","1","Sol.  Order  of CFSE  SFL : NH 3  < en","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Density of 3 M NaCl solution is 1.25 g/mL. The molal ity of the solution is :","1.79 m","2 m","3 m","2.79 m","3","Sol.  3M NaCl, d sol  = 1.25 gm/mol  Molality =  =   = 2.79","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The molar solubility(s)  of zirconium phosphate with molecular formula (Zr 4+ ) 3    is given  by rel ation :","Option A","Option B","Option C","Option D","0","Sol.   Zr 3 (PO 4 ) 4 (s)   3Zr +4 (aq)  + 4PO 4 3 (aq)      3s        4s   K sp  =(3s) 3  (4s) 4  =6912 s 7 s =","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Given below are two statements : Stat ement (I) :   An  element  in the extreme left of  the periodic table forms acidic oxides.  Statement (II) :  Acid is formed during the reaction  between water and oxide of a reactive element  present in the extreme right of the periodic table.  In the light of the above statement s, choose the  correct  answer from the options given below :","Statement-I","Both","Statement-I","Both","0","Sol.  Statement-I : False but Statement-II is tru e.   On  mo ving lef t to right in periodic table non- met al lic char acter  increases and we know that non- met al  oxides ar e acidc in nature.  Non metal lic character   Aci dic strength of oxide","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Given below are two statements : Stat ement (I) :  A spectral  line will be observed f or a 2p x    2p y  t ransition. Stat ement (II) :  2p x  and 2p y  ar e degenerate orbitals. In the light of the above statement s, choose the correct  answer from the options given below :","Both","Both","Statement-I","Statement-I","3","Sol.  No spectral line will be observed for a 2p x    2p y   transition because 2p x  and 2p y  orbitals are  degenerate orbitals.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Given bel ow are two statement  : Stat ement (I) :  Nitrogen, sulphur, halogen and phosphorus present  in an organi c compound are   Stat ement (II) :  The element s present in the compound ar e converted from covalent form into ionic form by fusing the compound with   In the light of the above statement s, choose the correct  answer from the options given below :","Both Statement  I and Stat ement  II ar e t rue","Bo","Statement  I is true but Statement  II is false","Statement  I is false but Statement","2","Sol.  The element s present in the compound are  conver ted from covalent form into ionic form b y     test","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Residue ( A) + HCl (dil.)   Compound (B)  Formed respectivel y is :            [A]    [B]","Option A","Option B","Option C","Option D","3","This is a JEE Main 2025 question. The correct answer is option 4. Official solution will be added soon.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"Given below are two statements : Stat ement (I)  :  Corrosion is an electrochemical phenomenon in which pure met al  acts as an anode and i mpure met al as a cathode. Stat ement (II) :  The rate of corrosion is more in al kal ine medi um than in acidic medi um. In the light of the above statement s, choose the  correct  answer from the options given below :","Both Statement  I and Stat ement  II ar e f alse","Statement  I is false but Statement  II is true","Both Statement  I and Stat ement  II ar e t rue","Statement  I is true but Statement","3","This is a JEE Main 2025 question. The correct answer is option 4. Official solution will be added soon.","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
"The al kane from bel ow having two secondar y hydrogens is :","4-Ethyl-3,4-dimet hyloctane","2,2,4,4-Tetramet hylhexane","2,2,3,3-Tetramet hylpentane","2,2,4,5-Tetramet hylheptane","2","Sol.      Alkane   2°H","hard","jee-main","chemistry","Chemistry","2025","JEE Main 2025 Jan 22 Shift 2 (GitHub: nitish-bhai/JEE-MAINS-CONTENT)","official","true"
