question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,exam_id,subject_id,topic,year,source_detail,source_type,verified
"If 5 + 3 = 28, 9 + 1 = 810, then 8 + 6 = ?","214","4814","1448","2148","0","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"How many times do clock hands overlap in 24 hours?","20","22","24","48","1","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Bird : Nest :: Spider : ?","Hole","Web","Cave","Den","1","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"If today is Wednesday, what day will it be after 100 days?","Monday","Tuesday","Thursday","Friday","3","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Complete: 1, 1, 2, 3, 5, 8, ?","11","12","13","14","2","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Find the missing number: 3, 6, 11, 18, 27, ?","36","37","38","39","2","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Pen : Write :: Knife : ?","Slice","Cut","Peel","Chop","1","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"If 2 = 4, 3 = 9, 4 = 16, then 10 = ?","20","100","50","1000","1","","medium","nimcet_mock2","analytical-ability-&-logical-reasoning","Analytical Ability & Logical Reasoning","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which data structure uses LIFO principle?","Queue","Stack","Array","Tree","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Time complexity of binary search is:","O(n)","O(log n)","O(n²)","O(1)","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT a programming language?","Python","Java","HTML","C++","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"SQL stands for:","Standard Query Language","Structured Query Language","Simple Query Language","System Query Language","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is a non-volatile memory?","RAM","Cache","ROM","Register","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"TCP/IP model has how many layers?","3","4","5","7","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which sorting algorithm has best average case?","Bubble Sort","Quick Sort","Insertion Sort","Selection Sort","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"DBMS stands for:","Database Management System","Data Basic Management System","Digital Base Management System","Data Binary Management System","0","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is an object-oriented programming language?","C","Pascal","Java","COBOL","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Default port number for HTTP is:","21","80","443","8080","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Binary representation of decimal 10 is:","1010","1001","1100","1011","0","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT an operating system?","Windows","Linux","Oracle","MacOS","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"CPU stands for:","Central Processing Unit","Central Program Unit","Computer Processing Unit","Central Processor Unit","0","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is a searching algorithm?","Merge Sort","Linear Search","Bubble Sort","Quick Sort","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Primary key in database must be:","Null","Unique","Duplicate","Optional","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which protocol is used for email?","HTTP","FTP","SMTP","TCP","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"1 KB equals:","1000 bytes","1024 bytes","1048 bytes","1200 bytes","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT a loop structure?","for","while","do-while","if-else","3","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Hexadecimal representation of decimal 15 is:","E","F","10","1F","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is a compiler-based language?","JavaScript","Python","C","PHP","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which data structure is used in recursion?","Queue","Stack","Array","List","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"IP address consists of how many bits?","8","16","32","64","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT a data type in C?","int","float","string","char","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"DMA stands for:","Direct Memory Access","Data Memory Access","Digital Memory Access","Dynamic Memory Access","0","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is a database query language?","HTML","SQL","XML","CSS","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which sorting is most efficient for small datasets?","Quick Sort","Merge Sort","Insertion Sort","Heap Sort","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"OSI model has how many layers?","4","5","6","7","3","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT a type of inheritance in OOP?","Single","Multiple","Multilevel","Circular","3","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"FIFO is used in:","Stack","Queue","Tree","Graph","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is a high-level language?","Assembly","Machine Code","Python","Binary","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Default port for HTTPS is:","80","443","8080","8443","1","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which is NOT a normalization form?","1NF","2NF","3NF","5NF","3","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Worst case time complexity of Quick Sort is:","O(n)","O(n log n)","O(n²)","O(log n)","2","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
"Which command is used to create database in SQL?","CREATE DATABASE","NEW DATABASE","MAKE DATABASE","ADD DATABASE","0","","medium","nimcet_mock2","computer-awareness","Computer Awareness","2025","GitHub: AdithSuresh2004/exam-questions (NIMCET MCA Mock Test 2)","community","false"
